product_id,sku,brand,model,product_family,device_type,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,weight_kg,warranty_months,msrp
P000091,LP-LENOVO-LEGION-JLM-2024,Lenovo,Lenovo Legion JLM,Legion,Laptop,2024,Windows,Mainstream,Intel,Intel i5-13625,2,6,12,2.2,3.0,NVIDIA,RTX 40 50,1,4,16,NVMe,2048,1,OLED,14.0,3840x2160,120,56,45,1.57,48,1763.99
P000092,LP-APPLE-CREATOR-LE9-2020,Apple,Apple Creator LE9,Creator,Laptop,2020,Windows,Gaming,Apple,Apple M1 Pro,4,12,12,2.6,3.5,Apple,Apple Integrated,4,0,64,NVMe,1024,1,OLED,14.0,2880x1800,120,80,65,2.37,12,3268.99
P000093,LP-SAMSUNG-CREATOR-CVL-2022,Samsung,Samsung Creator CVL,Creator,Laptop,2022,Windows,2-in-1,Intel,Intel i7-11849,5,16,32,2.8,3.7,NVIDIA,RTX 40 80 Ti,5,12,96,NVMe,2048,1,LED,15.6,2880x1800,60,56,90,1.7,24,2827.99
P000094,LP-SAMSUNG-THINK-TLL-2025,Samsung,Samsung Think TLL,Think,Laptop,2025,Windows,Gaming,AMD,AMD Ryzen 5 7857,2,8,16,2.2,3.1,AMD,RX 7000 60,2,6,16,NVMe,256,2,OLED,16.0,2560x1600,120,70,120,2.03,12,1703.99
P000095,LP-APPLE-STEALTH-WHR-2024,Apple,Apple Stealth WHR,Stealth,Laptop,2024,Windows,Ultrabook,Apple,Apple M3 Pro,6,24,24,3.0,3.9,Apple,Apple Integrated,6,2,128,NVMe,512,1,QLED,15.6,3840x2160,60,70,90,1.7,12,4304.99
P000096,LP-LENOVO-STEALTH-01B-2023,Lenovo,Lenovo Stealth 01B,Stealth,Laptop,2023,Linux,Mainstream,Intel,Intel i3-12465,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,Mini-LED,14.0,3840x2160,60,60,180,1.87,24,1650.99
P000097,LP-HP-ZEN-TBN-2025,HP,HP Zen TBN,Zen,Laptop,2025,Windows,2-in-1,AMD,AMD Ryzen 5 5617,2,6,12,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,HDD,512,1,LED,15.6,1920x1080,60,56,90,1.5,12,1324.99
P000098,LP-DELL-NITRO-3NJ-2023,Dell,Dell Nitro 3NJ,Nitro,Laptop,2023,Windows,Gaming,AMD,AMD Ryzen 3 5359,1,4,8,2.0,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,LED,15.6,2880x1800,90,60,180,2.0,24,1411.99
P000099,LP-HP-ZEN-31X-2024,HP,HP Zen 31X,Zen,Laptop,2024,Windows,Gaming,AMD,AMD Ryzen 3 5135,1,4,8,2.0,2.8,NVIDIA,RTX 20 50,1,4,8,HDD,512,1,IPS,14.0,2560x1600,60,60,65,0.97,24,1108.99
P000100,LP-HP-ZEN-X5I-2018,HP,HP Zen X5I,Zen,Laptop,2018,ChromeOS,Gaming,Intel,Intel i7-12681,4,14,28,2.6,3.6,AMD,RX 7000 80,4,10,64,SSD,1024,1,LED,16.0,1920x1080,60,70,45,2.03,24,1881.99
P000101,LP-LENOVO-AIR-L34-2023,Lenovo,Lenovo Air L34,Air,Laptop,2023,Windows,Mainstream,AMD,AMD Ryzen 3 4596,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,8,Hybrid,512,1,OLED,15.6,2880x1800,144,70,65,1.1,24,1474.99
P000102,LP-ASUS-AIR-PFA-2021,ASUS,ASUS Air PFA,Air,Laptop,2021,Windows,Gaming,AMD,AMD Ryzen 7 4993,4,12,24,2.6,3.6,NVIDIA,RTX 30 80,4,10,72,SSD,1024,1,OLED,14.0,1920x1080,120,60,90,1.57,12,2315.99
P000103,LP-ACER-STEALTH-QID-2018,Acer,Acer Stealth QID,Stealth,Laptop,2018,Linux,Mainstream,AMD,AMD Ryzen 7 6793,5,16,32,2.8,3.6,NVIDIA,RTX 30 90,6,16,96,Hybrid,256,1,QLED,14.0,3840x2160,60,60,45,2.87,12,2821.99
P000104,LP-ACER-STEALTH-YSY-2023,Acer,Acer Stealth YSY,Stealth,Laptop,2023,Windows,Gaming,Intel,Intel i5-10166,2,8,16,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,NVMe,1024,2,LED,15.6,2560x1600,120,70,120,1.3,24,1758.99
P000105,LP-ASUS-LEGION-6O5-2022,ASUS,ASUS Legion 6O5,Legion,Laptop,2022,Windows,Mainstream,Intel,Intel i7-10969,5,16,32,2.8,3.7,Apple,Apple Integrated,4,2,64,Hybrid,256,1,OLED,15.6,2560x1600,90,80,120,2.0,36,2526.99
P000106,LP-DELL-CREATOR-RTZ-2018,Dell,Dell Creator RTZ,Creator,Laptop,2018,Windows,Ultrabook,Intel,Intel i7-11709,4,12,24,2.6,3.5,Intel,Arc A700,4,0,64,SSD,512,1,LED,13.3,1920x1080,120,90,180,1.32,12,2056.99
P000107,LP-SAMSUNG-NITRO-XIV-2023,Samsung,Samsung Nitro XIV,Nitro,Laptop,2023,Windows,Workstation,AMD,AMD Ryzen 3 4354,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,SSD,512,1,IPS,16.0,1920x1080,60,56,90,1.13,36,1227.99
P000108,LP-HP-THINK-N5U-2022,HP,HP Think N5U,Think,Laptop,2022,Windows,Gaming,Intel,Intel i3-14182,1,6,12,2.0,2.9,AMD,RX 5000 50,1,4,8,SSD,512,2,IPS,15.6,3840x2160,90,70,90,1.5,24,1378.99
P000109,LP-DELL-STEALTH-SZR-2021,Dell,Dell Stealth SZR,Stealth,Laptop,2021,Windows,Mainstream,AMD,AMD Ryzen 7 3475,4,14,28,2.6,3.5,AMD,RX 7000 60,2,6,32,SSD,4096,1,LED,13.3,3840x2160,60,70,65,1.12,36,1939.99
P000110,LP-DELL-NITRO-7K5-2025,Dell,Dell Nitro 7K5,Nitro,Laptop,2025,Windows,2-in-1,AMD,AMD Ryzen 5 4891,3,8,16,2.4,3.3,AMD,RX 6000 70,3,8,32,HDD,256,1,IPS,15.6,2560x1600,165,80,90,1.7,36,1625.99
P000111,LP-ASUS-STEALTH-JSV-2024,ASUS,ASUS Stealth JSV,Stealth,Laptop,2024,Windows,Ultrabook,Intel,Intel i9-14289,6,24,48,3.0,4.0,NVIDIA,RTX 30 80,4,10,96,NVMe,512,2,OLED,15.6,2560x1600,60,60,90,1.1,24,2564.99
P000112,LP-GIGABYTE-AIR-8SX-2023,Gigabyte,Gigabyte Air 8SX,Air,Laptop,2023,Windows,Workstation,Intel,Intel i5-11626,3,10,20,2.4,3.4,AMD,RX 7000 50,1,4,16,SSD,512,2,Mini-LED,14.0,1920x1080,60,70,180,1.57,24,1571.99
P000113,LP-ASUS-CREATOR-EMD-2024,ASUS,ASUS Creator EMD,Creator,Laptop,2024,Windows,Gaming,Intel,Intel i5-14440,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,32,HDD,2048,1,OLED,16.0,1920x1080,60,50,90,1.73,24,1892.99
P000114,LP-ACER-CREATOR-3LH-2020,Acer,Acer Creator 3LH,Creator,Laptop,2020,Windows,Ultrabook,Intel,Intel i5-12633,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,HDD,1024,1,OLED,16.0,1920x1080,240,70,180,1.73,24,1474.99
P000115,LP-APPLE-AIR-216-2019,Apple,Apple Air 216,Air,Laptop,2019,ChromeOS,2-in-1,Apple,Apple M2 Max,4,12,12,2.6,3.4,Apple,Apple Integrated,4,4,72,SSD,1024,1,LED,13.3,1920x1080,120,50,180,1.12,24,2245.99
P000116,LP-ACER-ZEN-VKO-2022,Acer,Acer Zen VKO,Zen,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 5 6812,3,10,18,2.4,3.2,NVIDIA,RTX 30 80,4,10,32,NVMe,1024,1,OLED,15.6,2560x1600,120,50,120,2.0,48,2123.99
P000117,LP-SAMSUNG-BLADE-E66-2023,Samsung,Samsung Blade E66,Blade,Laptop,2023,Windows,Mainstream,Intel,Intel i5-10529,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,LED,15.6,3840x2160,120,99,90,1.5,24,1325.99
P000118,LP-MSI-PRO-5MR-2021,MSI,MSI Pro 5MR,Pro,Laptop,2021,macOS,Mainstream,Intel,Intel i5-11709,3,8,16,2.4,3.4,NVIDIA,RTX 40 50,1,4,16,HDD,512,1,LED,16.0,2560x1600,240,56,180,1.73,24,1555.99
P000119,LP-APPLE-THINK-LR2-2025,Apple,Apple Think LR2,Think,Laptop,2025,Windows,Workstation,Apple,Apple M1 Pro,4,14,14,2.6,3.5,Apple,Apple Integrated,4,0,64,NVMe,512,1,OLED,15.6,1920x1080,60,80,90,1.5,12,2991.99
P000120,LP-SAMSUNG-LEGION-JCD-2025,Samsung,Samsung Legion JCD,Legion,Laptop,2025,Windows,Ultrabook,AMD,AMD Ryzen 7 3670,4,12,24,2.6,3.5,AMD,RX 7000 70,3,8,40,Hybrid,512,1,QLED,14.0,2560x1600,60,70,90,1.17,12,2461.99
P000121,LP-DELL-STEALTH-89T-2023,Dell,Dell Stealth 89T,Stealth,Laptop,2023,Windows,Workstation,Intel,Intel i7-12858,4,12,24,2.6,3.6,AMD,RX 7000 80,4,10,64,HDD,512,2,OLED,14.0,1920x1080,60,80,65,1.17,12,2296.99
P000122,LP-HP-SLIM-SHR-2025,HP,HP Slim SHR,Slim,Laptop,2025,Windows,Ultrabook,Intel,Intel i5-12147,2,6,12,2.2,3.1,AMD,RX 7000 50,1,4,8,SSD,2048,1,LED,14.0,3840x2160,60,80,90,1.37,24,1871.99
P000123,LP-MSI-AIR-8K0-2023,MSI,MSI Air 8K0,Air,Laptop,2023,Windows,Mainstream,Intel,Intel i7-10826,4,14,28,2.6,3.5,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,1,Mini-LED,15.6,1920x1080,60,70,65,1.5,36,1641.99
P000124,LP-SAMSUNG-THINK-9L9-2022,Samsung,Samsung Think 9L9,Think,Laptop,2022,macOS,Mainstream,AMD,AMD Ryzen 5 6412,3,8,16,2.4,3.3,NVIDIA,RTX 20 70,3,8,32,Hybrid,2048,1,OLED,15.6,2560x1600,165,56,180,1.5,12,2968.99
P000125,LP-APPLE-PRO-DEB-2023,Apple,Apple Pro DEB,Pro,Laptop,2023,Windows,Workstation,Apple,Apple M3 Pro,6,24,24,3.0,4.0,Apple,Apple Integrated,6,2,128,HDD,512,2,OLED,15.6,1920x1080,165,70,120,1.5,24,3691.99
P000126,LP-ASUS-STEALTH-GYE-2025,ASUS,ASUS Stealth GYE,Stealth,Laptop,2025,Windows,Gaming,Intel,Intel i5-10772,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,LED,16.0,1920x1080,90,60,90,1.73,36,1390.99
P000127,LP-HP-CREATOR-G4L-2024,HP,HP Creator G4L,Creator,Laptop,2024,Windows,Mainstream,Intel,Intel i3-10507,1,4,8,2.0,3.0,NVIDIA,RTX 40 50,1,4,16,NVMe,1024,1,OLED,16.0,1920x1080,60,70,65,1.73,48,1203.99
P000128,LP-ACER-THINK-XK4-2021,Acer,Acer Think XK4,Think,Laptop,2021,Windows,Ultrabook,AMD,AMD Ryzen 5 6752,3,8,14,2.4,3.3,Intel,Arc B380,2,4,16,HDD,512,1,LED,13.3,1920x1080,60,56,120,1.32,24,1187.99
P000129,LP-APPLE-THINK-6Z8-2023,Apple,Apple Think 6Z8,Think,Laptop,2023,Windows,Gaming,Apple,Apple M3,5,16,16,2.8,3.7,Apple,Apple Integrated,5,0,96,HDD,1024,1,OLED,17.3,2880x1800,144,70,120,1.64,12,3634.99
P000130,LP-LENOVO-LEGION-1XM-2023,Lenovo,Lenovo Legion 1XM,Legion,Laptop,2023,macOS,Mainstream,Intel,Intel i5-12887,3,8,14,2.4,3.5,NVIDIA,RTX 30 50,1,4,16,NVMe,512,1,IPS,13.3,3840x2160,144,80,45,1.32,12,1708.99
P000131,LP-APPLE-STEALTH-UWV-2023,Apple,Apple Stealth UWV,Stealth,Laptop,2023,Windows,2-in-1,Apple,Apple M2,5,16,16,2.8,3.9,Apple,Apple Integrated,4,0,64,SSD,512,2,IPS,14.0,2880x1800,60,60,90,2.87,24,2589.99
P000132,LP-APPLE-PRO-QZH-2023,Apple,Apple Pro QZH,Pro,Laptop,2023,Windows,2-in-1,Apple,Apple M1 Max,4,14,14,2.6,3.7,Apple,Apple Integrated,4,2,64,SSD,1024,1,QLED,15.6,2880x1800,60,70,120,1.3,48,2708.99
P000133,LP-LENOVO-LEGION-C03-2022,Lenovo,Lenovo Legion C03,Legion,Laptop,2022,macOS,Gaming,AMD,AMD Ryzen 5 4503,3,10,18,2.4,3.4,NVIDIA,RTX 40 80,4,10,32,NVMe,512,1,IPS,14.0,1920x1080,120,56,65,1.57,24,2129.99
P000134,LP-LENOVO-ZEN-EX7-2025,Lenovo,Lenovo Zen EX7,Zen,Laptop,2025,Windows,2-in-1,AMD,AMD Ryzen 5 5725,3,8,16,2.4,3.3,Apple,Apple Integrated,2,0,16,NVMe,1024,1,IPS,17.3,1920x1080,120,70,65,1.64,36,1631.99
P000135,LP-APPLE-LEGION-UDP-2022,Apple,Apple Legion UDP,Legion,Laptop,2022,Windows,Gaming,Apple,Apple M2,6,26,26,3.0,3.8,Apple,Apple Integrated,6,6,128,NVMe,2048,2,IPS,14.0,2880x1800,60,56,180,1.57,12,3669.99
P000136,LP-DELL-PRO-AVJ-2022,Dell,Dell Pro AVJ,Pro,Laptop,2022,Windows,2-in-1,Intel,Intel i5-14446,3,8,14,2.4,3.2,NVIDIA,RTX 40 60,2,6,16,NVMe,512,1,Mini-LED,15.6,1920x1080,120,99,120,1.5,12,1754.99
P000137,LP-GIGABYTE-LEGION-3Y6-2022,Gigabyte,Gigabyte Legion 3Y6,Legion,Laptop,2022,macOS,Mainstream,Intel,Intel i5-10855,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,2048,1,OLED,14.0,1920x1080,90,60,45,0.97,12,1728.99
P000138,LP-APPLE-SLIM-7I1-2024,Apple,Apple Slim 7I1,Slim,Laptop,2024,ChromeOS,Ultrabook,Apple,Apple M2,3,8,8,2.4,3.2,Apple,Apple Integrated,3,0,32,HDD,512,1,VA,15.6,1920x1080,60,70,180,2.5,24,1823.99
P000139,LP-ASUS-AIR-4JJ-2022,ASUS,ASUS Air 4JJ,Air,Laptop,2022,Windows,Workstation,Intel,Intel i5-11372,2,8,16,2.2,3.0,NVIDIA,RTX 30 60,2,6,16,NVMe,1024,1,IPS,15.6,1920x1080,60,60,120,1.5,48,1607.99
P000140,LP-HP-THINK-KOY-2023,HP,HP Think KOY,Think,Laptop,2023,Windows,Gaming,AMD,AMD Ryzen 7 7998,5,16,32,2.8,3.6,AMD,RX 6000 80,4,10,64,Hybrid,512,1,OLED,15.6,1920x1080,120,50,45,2.5,36,2375.99
P000141,LP-APPLE-SLIM-1V2-2025,Apple,Apple Slim 1V2,Slim,Laptop,2025,macOS,Workstation,Apple,Apple M2 Max,3,8,8,2.4,3.3,Apple,Apple Integrated,2,6,24,SSD,512,1,VA,16.0,2880x1800,60,90,65,1.53,24,2646.99
P000142,LP-LENOVO-PRO-F7L-2023,Lenovo,Lenovo Pro F7L,Pro,Laptop,2023,ChromeOS,Gaming,AMD,AMD Ryzen 5 6213,3,8,16,2.4,3.4,AMD,RX 6000 70,3,8,32,NVMe,1024,1,Mini-LED,14.0,2880x1800,120,80,90,2.87,12,1903.99
P000143,LP-LENOVO-BLADE-XYJ-2018,Lenovo,Lenovo Blade XYJ,Blade,Laptop,2018,Windows,Gaming,AMD,AMD Ryzen 5 4349,2,6,12,2.2,3.3,NVIDIA,RTX 40 50,1,4,8,SSD,1024,1,IPS,15.6,1920x1080,120,60,65,1.5,36,1095.99
P000144,LP-ACER-NITRO-M65-2022,Acer,Acer Nitro M65,Nitro,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 7 5453,4,14,28,2.6,3.6,NVIDIA,RTX 30 80,4,10,64,NVMe,1024,1,QLED,15.6,3840x2160,60,60,180,1.5,24,2201.99
P000145,LP-APPLE-BLADE-HGB-2024,Apple,Apple Blade HGB,Blade,Laptop,2024,Windows,Gaming,Apple,Apple M2,2,8,8,2.2,3.2,Apple,Apple Integrated,1,4,16,NVMe,2048,1,LED,15.6,1920x1080,60,90,120,2.5,12,1660.99
P000146,LP-DELL-STEALTH-CTW-2019,Dell,Dell Stealth CTW,Stealth,Laptop,2019,Windows,Mainstream,AMD,AMD Ryzen 7 3529,5,18,36,2.8,3.8,AMD,RX 6000 80,4,10,64,SSD,512,2,OLED,13.3,2880x1800,120,70,45,1.12,24,2538.99
P000147,LP-DELL-ZEN-I36-2023,Dell,Dell Zen I36,Zen,Laptop,2023,macOS,2-in-1,Intel,Intel i5-11151,2,6,12,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,Hybrid,512,2,QLED,13.3,2560x1600,60,70,120,1.32,12,2043.99
P000148,LP-SAMSUNG-PRO-K36-2020,Samsung,Samsung Pro K36,Pro,Laptop,2020,macOS,2-in-1,AMD,AMD Ryzen 5 3214,2,6,12,2.2,3.1,Intel,Arc A310,1,0,8,SSD,512,1,IPS,14.0,3840x2160,120,99,120,1.37,24,1605.99
P000149,LP-GIGABYTE-AIR-HXP-2022,Gigabyte,Gigabyte Air HXP,Air,Laptop,2022,Windows,Mainstream,Intel,Intel i7-13294,5,16,30,2.8,3.8,NVIDIA,RTX 30 80 Ti,5,12,96,HDD,1024,1,OLED,15.6,2560x1600,60,50,65,1.3,24,2759.99
P000150,LP-ACER-BLADE-W9Y-2025,Acer,Acer Blade W9Y,Blade,Laptop,2025,Windows,2-in-1,Intel,Intel i5-14932,3,8,16,2.4,3.4,AMD,RX 7000 70,3,8,32,HDD,512,1,LED,15.6,2560x1600,120,70,65,2.0,12,1765.99
P000151,LP-LENOVO-BLADE-SU1-2025,Lenovo,Lenovo Blade SU1,Blade,Laptop,2025,macOS,2-in-1,Intel,Intel i7-14270,4,14,28,2.6,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,512,1,LED,16.0,2560x1600,90,56,90,1.33,24,2294.99
P000152,LP-ACER-ZEN-N3F-2023,Acer,Acer Zen N3F,Zen,Laptop,2023,Windows,Mainstream,Intel,Intel i5-11566,3,8,14,2.4,3.3,NVIDIA,RTX 40 70,3,8,32,HDD,256,1,LED,17.3,2880x1800,144,80,240,2.14,24,1890.99
P000153,LP-SAMSUNG-LEGION-HE5-2018,Samsung,Samsung Legion HE5,Legion,Laptop,2018,Windows,2-in-1,AMD,AMD Ryzen 5 4957,3,10,20,2.4,3.3,NVIDIA,RTX 20 50,1,4,16,SSD,2048,1,LED,14.0,1920x1080,240,80,65,1.87,36,1271.99
P000154,LP-HP-STEALTH-GX9-2024,HP,HP Stealth GX9,Stealth,Laptop,2024,macOS,Gaming,Intel,Intel i5-13807,2,8,16,2.2,3.0,NVIDIA,RTX 30 50,1,4,8,NVMe,256,1,VA,15.6,3840x2160,165,90,90,1.7,12,1834.99
P000155,LP-LENOVO-LEGION-548-2019,Lenovo,Lenovo Legion 548,Legion,Laptop,2019,Windows,Gaming,Intel,Intel i7-14221,4,12,24,2.6,3.5,NVIDIA,RTX 40 80,4,10,64,HDD,1024,1,IPS,14.0,2560x1600,60,80,90,1.57,12,1809.99
P000156,LP-APPLE-BLADE-9YT-2023,Apple,Apple Blade 9YT,Blade,Laptop,2023,Windows,Ultrabook,Apple,Apple M2,2,8,8,2.2,3.2,Apple,Apple Integrated,1,2,8,HDD,256,1,Mini-LED,14.0,1920x1080,90,80,120,1.57,24,1527.99
P000157,LP-RAZER-NITRO-ZK6-2021,Razer,Razer Nitro ZK6,Nitro,Laptop,2021,Windows,Workstation,AMD,AMD Ryzen 7 3374,5,16,32,2.8,3.8,NVIDIA,RTX 40 80,4,10,64,NVMe,1024,2,QLED,15.6,2560x1600,144,90,65,1.3,12,3408.99
P000158,LP-DELL-BLADE-XNE-2020,Dell,Dell Blade XNE,Blade,Laptop,2020,Windows,Gaming,AMD,AMD Ryzen 3 4823,1,4,6,2.0,3.0,NVIDIA,RTX 40 60,2,6,8,SSD,2048,1,QLED,16.0,2560x1600,120,50,120,1.73,24,1770.99
P000159,LP-HP-NITRO-1XV-2019,HP,HP Nitro 1XV,Nitro,Laptop,2019,Linux,Ultrabook,AMD,AMD Ryzen 5 7182,2,6,12,2.2,3.2,NVIDIA,RTX 30 60,2,6,16,NVMe,2048,1,QLED,15.6,2560x1600,60,50,120,1.3,24,1513.99
P000160,LP-HP-CREATOR-RE6-2022,HP,HP Creator RE6,Creator,Laptop,2022,Windows,Gaming,AMD,AMD Ryzen 5 5223,3,8,16,2.4,3.5,AMD,RX 7000 80,4,10,32,SSD,512,1,LED,15.6,1920x1080,60,99,65,2.0,12,2076.99
P000161,LP-APPLE-AIR-OOH-2021,Apple,Apple Air OOH,Air,Laptop,2021,Windows,Gaming,Apple,Apple M2 Max,1,6,6,2.0,2.8,Apple,Apple Integrated,1,2,8,NVMe,1024,1,VA,14.0,1920x1080,120,60,180,1.37,48,1379.99
P000162,LP-MSI-PRO-C21-2019,MSI,MSI Pro C21,Pro,Laptop,2019,macOS,Ultrabook,Intel,Intel i7-12241,4,14,28,2.6,3.5,Apple,Apple Integrated,4,2,64,Hybrid,512,1,VA,17.3,1920x1080,120,80,65,1.44,36,2145.99
P000163,LP-DELL-AIR-YSG-2018,Dell,Dell Air YSG,Air,Laptop,2018,macOS,Gaming,AMD,AMD Ryzen 3 5196,1,4,8,2.0,3.1,AMD,RX 6000 50,1,4,8,NVMe,512,1,QLED,16.0,1920x1080,120,70,120,1.53,36,1368.99
P000164,LP-SAMSUNG-BLADE-749-2024,Samsung,Samsung Blade 749,Blade,Laptop,2024,macOS,Gaming,Intel,Intel i5-13497,2,6,12,2.2,3.1,Apple,Apple Integrated,3,0,16,NVMe,1024,1,LED,15.6,2560x1600,165,80,65,1.7,36,1681.99
P000165,LP-SAMSUNG-NITRO-42P-2022,Samsung,Samsung Nitro 42P,Nitro,Laptop,2022,Windows,Mainstream,AMD,AMD Ryzen 5 3509,3,10,20,2.4,3.5,AMD,RX 7000 70,3,8,32,HDD,512,1,IPS,14.0,1920x1080,60,99,180,1.57,24,1663.99
P000166,LP-LENOVO-CREATOR-PVP-2024,Lenovo,Lenovo Creator PVP,Creator,Laptop,2024,macOS,2-in-1,Intel,Intel i5-11441,2,8,16,2.2,3.2,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,LED,16.0,1920x1080,240,60,90,1.13,36,1466.99
P000167,LP-SAMSUNG-AIR-HGR-2024,Samsung,Samsung Air HGR,Air,Laptop,2024,Windows,Gaming,Intel,Intel i7-12318,4,12,24,2.6,3.4,Apple,Apple Integrated,5,4,64,NVMe,256,1,OLED,15.6,2560x1600,165,50,65,2.0,24,2867.99
P000168,LP-APPLE-AIR-3NW-2021,Apple,Apple Air 3NW,Air,Laptop,2021,Windows,Workstation,Apple,Apple M3 Max,3,8,8,2.4,3.4,Apple,Apple Integrated,1,2,16,Hybrid,256,1,Mini-LED,14.0,2560x1600,120,80,180,1.17,12,1984.99
P000169,LP-ACER-THINK-HNI-2024,Acer,Acer Think HNI,Think,Laptop,2024,Windows,Mainstream,AMD,AMD Ryzen 5 4573,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,512,1,OLED,14.0,1920x1080,120,70,65,0.97,24,1673.99
P000170,LP-SAMSUNG-THINK-YZ5-2022,Samsung,Samsung Think YZ5,Think,Laptop,2022,Windows,Mainstream,Intel,Intel i5-10769,3,8,16,2.4,3.2,Apple,Apple Integrated,3,0,32,Hybrid,512,1,OLED,15.6,1920x1080,120,60,90,2.5,24,2114.99
P000171,LP-DELL-ZEN-EQX-2024,Dell,Dell Zen EQX,Zen,Laptop,2024,Windows,Ultrabook,AMD,AMD Ryzen 3 7583,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,NVMe,4096,1,Mini-LED,16.0,2560x1600,60,70,90,1.13,24,1692.99
P000172,LP-SAMSUNG-STEALTH-TKP-2022,Samsung,Samsung Stealth TKP,Stealth,Laptop,2022,Windows,2-in-1,AMD,AMD Ryzen 5 5726,3,8,16,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,Hybrid,512,1,OLED,14.0,1920x1080,90,90,65,1.37,36,2146.99
P000173,LP-ASUS-STEALTH-D7X-2018,ASUS,ASUS Stealth D7X,Stealth,Laptop,2018,Windows,Gaming,AMD,AMD Ryzen 5 5780,2,6,12,2.2,3.0,NVIDIA,RTX 20 50,1,4,8,SSD,256,1,LED,15.6,1920x1080,60,90,90,1.5,24,912.99
P000174,LP-SAMSUNG-PRO-V2U-2023,Samsung,Samsung Pro V2U,Pro,Laptop,2023,Linux,Gaming,AMD,AMD Ryzen 3 4738,1,4,8,2.0,3.0,NVIDIA,RTX 40 60,2,6,8,NVMe,1024,1,LED,16.0,1920x1080,60,70,90,1.73,12,1198.99
P000175,LP-APPLE-BLADE-77Q-2021,Apple,Apple Blade 77Q,Blade,Laptop,2021,macOS,Ultrabook,Apple,Apple M3 Pro,5,16,16,2.8,3.7,Apple,Apple Integrated,5,0,96,NVMe,512,1,LED,13.3,1920x1080,60,80,120,1.12,36,3194.99
P000176,LP-APPLE-STEALTH-5HP-2021,Apple,Apple Stealth 5HP,Stealth,Laptop,2021,Windows,Gaming,Apple,Apple M2 Max,1,4,4,2.0,2.9,Apple,Apple Integrated,1,0,16,NVMe,1024,1,OLED,14.0,1920x1080,90,70,120,1.87,36,1317.99
P000177,LP-HP-AIR-3GG-2022,HP,HP Air 3GG,Air,Laptop,2022,Windows,Workstation,Intel,Intel i5-11446,3,10,20,2.4,3.4,AMD,RX 6000 60,2,6,16,HDD,512,1,QLED,14.0,2560x1600,90,70,90,1.37,12,1689.99
P000178,LP-SAMSUNG-LEGION-4RO-2023,Samsung,Samsung Legion 4RO,Legion,Laptop,2023,Windows,Workstation,Intel,Intel i3-11743,1,6,12,2.0,2.9,AMD,RX 7000 50,1,4,8,HDD,512,1,OLED,13.3,2560x1600,60,80,65,1.12,24,1474.99
P000179,LP-ASUS-STEALTH-2HU-2023,ASUS,ASUS Stealth 2HU,Stealth,Laptop,2023,macOS,Gaming,AMD,AMD Ryzen 5 6380,3,8,16,2.4,3.3,AMD,RX 7000 80,4,10,32,NVMe,512,1,LED,14.0,2880x1800,60,60,65,2.37,24,2523.99
P000180,LP-DELL-BLADE-5E6-2022,Dell,Dell Blade 5E6,Blade,Laptop,2022,Windows,Ultrabook,Intel,Intel i7-10162,5,16,32,2.8,3.6,NVIDIA,RTX 40 80,4,10,64,Hybrid,512,1,OLED,13.3,1920x1080,60,99,65,1.82,24,2463.99
P000181,LP-DELL-NITRO-RV0-2025,Dell,Dell Nitro RV0,Nitro,Laptop,2025,Windows,Mainstream,Intel,Intel i5-13965,3,10,20,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,SSD,512,1,Mini-LED,15.6,1920x1080,165,90,240,2.0,24,2141.99
P000182,LP-MSI-CREATOR-ISV-2018,MSI,MSI Creator ISV,Creator,Laptop,2018,Windows,Workstation,Intel,Intel i5-10468,2,6,12,2.2,3.1,NVIDIA,RTX 40 50,1,4,8,NVMe,1024,1,OLED,14.0,1920x1080,120,60,90,1.57,24,1493.99
