repair_id,product_id,sku,component_id,component_type,failure_date,date_key,failure_year,failure_month,failure_quarter,failure_type,failure_description,repair_status,warranty_claim,warranty_status,release_year,product_age_years,warranty_months,repair_cost,replacement_cost,bom_replacement_cost,cost_difference,repair_vs_replacement_ratio,downtime_days,component_cost,repairability_score,recyclability_score,estimated_resale_value,brand,model,product_family,msrp,component_type_bom
R0000076,P000121,LP-DELL-STEALTH-89T-2023,KBD-DELL-STEALTH-89T-2023,Keyboard,2026-04-15,20260415,2026,4,Q2,Keyboard not responding,Keyboard not responding reported for keyboard.,End of Life,False,Out of Warranty,2023,3,12,15.53,107.59,107.59,92.06,0.14434426991356072,1,94.06,7,6,37.57,Dell,Dell Stealth 89T,Stealth,2296.99,Keyboard
R0000077,P000122,LP-HP-SLIM-SHR-2025,DSP-HP-SLIM-SHR-2025,Display,2025-06-22,20250622,2025,6,Q2,Dead pixels,Dead pixels reported for display.,Repaired,True,Under Warranty,2025,0,24,241.46,412.21,412.21,170.74999999999997,0.5857693893889038,8,367.23,6,6,216.17,HP,HP Slim SHR,Slim,1871.99,Display
R0000078,P000122,LP-HP-SLIM-SHR-2025,KBD-HP-SLIM-SHR-2025,Keyboard,2026-05-06,20260506,2026,5,Q2,Liquid damage,Liquid damage reported for keyboard.,Repaired,True,Under Warranty,2025,1,24,34.38,84.32,84.32,49.93999999999999,0.40773244781783685,3,69.93,7,6,33.17,HP,HP Slim SHR,Slim,1871.99,Keyboard
R0000079,P000123,LP-MSI-AIR-8K0-2023,MB-MSI-AIR-8K0-2023,Motherboard,2023-09-23,20230923,2023,9,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,36,441.05,441.05,441.05,0.0,1.0,8,357.98,4,7,174.54,MSI,MSI Air 8K0,Air,1641.99,Motherboard
R0000080,P000123,LP-MSI-AIR-8K0-2023,BAT-MSI-AIR-8K0-2023,Battery,2024-02-01,20240201,2024,2,Q1,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2023,1,36,71.02,128.59,128.59,57.57000000000001,0.5522980013997978,4,120.29,8,5,56.22,MSI,MSI Air 8K0,Air,1641.99,Battery
R0000081,P000124,LP-SAMSUNG-THINK-9L9-2022,BAT-SAMSUNG-THINK-9L9-2022,Battery,2022-07-13,20220713,2022,7,Q3,Battery not charging,Battery not charging reported for battery.,Component Replaced,True,Under Warranty,2022,0,12,285.7,285.7,285.7,0.0,1.0,2,232.58,8,5,78.55,Samsung,Samsung Think 9L9,Think,2968.99,Battery
R0000082,P000124,LP-SAMSUNG-THINK-9L9-2022,KBD-SAMSUNG-THINK-9L9-2022,Keyboard,2025-11-19,20251119,2025,11,Q4,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,False,Out of Warranty,2022,3,12,38.01,142.15,142.15,104.14000000000001,0.2673935983116426,1,124.92,7,6,40.63,Samsung,Samsung Think 9L9,Think,2968.99,Keyboard
R0000083,P000127,LP-HP-CREATOR-G4L-2024,BAT-HP-CREATOR-G4L-2024,Battery,2024-11-09,20241109,2024,11,Q4,Battery degradation,Battery degradation reported for battery.,End of Life,True,Under Warranty,2024,0,48,11.81,102.46,102.46,90.64999999999999,0.11526449346086279,2,91.12,8,5,45.36,HP,HP Creator G4L,Creator,1203.99,Battery
R0000084,P000128,LP-ACER-THINK-XK4-2021,MB-ACER-THINK-XK4-2021,Motherboard,2023-08-09,20230809,2023,8,Q3,Power failure,Power failure reported for motherboard.,Repaired,False,Out of Warranty,2021,2,24,136.09,337.18,337.18,201.09,0.4036123138976215,8,281.95,4,7,129.12,Acer,Acer Think XK4,Think,1187.99,Motherboard
R0000085,P000128,LP-ACER-THINK-XK4-2021,RAM-ACER-THINK-XK4-2021,RAM,2026-01-29,20260129,2026,1,Q1,Memory error,Memory error reported for ram.,Repaired,False,Out of Warranty,2021,5,24,52.79,105.64,105.64,52.85,0.4997160166603559,1,88.03,9,8,23.63,Acer,Acer Think XK4,Think,1187.99,RAM
R0000086,P000128,LP-ACER-THINK-XK4-2021,KBD-ACER-THINK-XK4-2021,Keyboard,2024-05-28,20240528,2024,5,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2021,3,24,47.1,47.1,47.1,0.0,1.0,4,43.15,7,6,13.25,Acer,Acer Think XK4,Think,1187.99,Keyboard
R0000087,P000129,LP-APPLE-THINK-6Z8-2023,MB-APPLE-THINK-6Z8-2023,Motherboard,2024-02-24,20240224,2024,2,Q1,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2023,1,12,526.74,980.57,980.57,453.83000000000004,0.5371773560276166,5,814.09,4,7,420.17,Apple,Apple Think 6Z8,Think,3634.99,Motherboard
R0000088,P000130,LP-LENOVO-LEGION-1XM-2023,MB-LENOVO-LEGION-1XM-2023,Motherboard,2023-08-02,20230802,2023,8,Q3,System instability,System instability reported for motherboard.,Repaired,True,Under Warranty,2023,0,12,166.53,394.45,394.45,227.92,0.42218278615794147,13,372.15,4,7,195.78,Lenovo,Lenovo Legion 1XM,Legion,1708.99,Motherboard
R0000089,P000133,LP-LENOVO-LEGION-C03-2022,DSP-LENOVO-LEGION-C03-2022,Display,2025-02-17,20250217,2025,2,Q1,Display failure,Display failure reported for display.,Component Replaced,False,Out of Warranty,2022,3,24,384.65,384.65,384.65,0.0,1.0,4,358.35,6,6,181.67,Lenovo,Lenovo Legion C03,Legion,2129.99,Display
R0000090,P000133,LP-LENOVO-LEGION-C03-2022,BAT-LENOVO-LEGION-C03-2022,Battery,2023-01-06,20230106,2023,1,Q1,Battery degradation,Battery degradation reported for battery.,Component Replaced,True,Under Warranty,2022,1,24,185.95,185.95,185.95,0.0,1.0,1,163.58,8,5,44.82,Lenovo,Lenovo Legion C03,Legion,2129.99,Battery
R0000091,P000133,LP-LENOVO-LEGION-C03-2022,SSD-LENOVO-LEGION-C03-2022,SSD,2023-03-20,20230320,2023,3,Q1,Drive not detected,Drive not detected reported for ssd.,Repaired,True,Under Warranty,2022,1,24,86.33,240.14,240.14,153.81,0.35949862580161573,5,197.78,8,7,89.98,Lenovo,Lenovo Legion C03,Legion,2129.99,SSD
R0000092,P000135,LP-APPLE-LEGION-UDP-2022,MB-APPLE-LEGION-UDP-2022,Motherboard,2025-01-19,20250119,2025,1,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,3,12,887.53,887.53,887.53,0.0,1.0,9,761.9,4,7,199.65,Apple,Apple Legion UDP,Legion,3669.99,Motherboard
R0000093,P000136,LP-DELL-PRO-AVJ-2022,MB-DELL-PRO-AVJ-2022,Motherboard,2024-03-30,20240330,2024,3,Q1,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,2,12,444.92,444.92,444.92,0.0,1.0,7,388.54,4,7,149.0,Dell,Dell Pro AVJ,Pro,1754.99,Motherboard
R0000094,P000136,LP-DELL-PRO-AVJ-2022,DSP-DELL-PRO-AVJ-2022,Display,2024-08-09,20240809,2024,8,Q3,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2022,2,12,378.7,378.7,378.7,0.0,1.0,9,325.78,6,6,169.94,Dell,Dell Pro AVJ,Pro,1754.99,Display
R0000095,P000137,LP-GIGABYTE-LEGION-3Y6-2022,SSD-GIGABYTE-LEGION-3Y6-2022,SSD,2024-02-17,20240217,2024,2,Q1,Read/write errors,Read/write errors reported for ssd.,Component Replaced,False,Out of Warranty,2022,2,12,151.26,151.26,151.26,0.0,1.0,6,142.89,8,7,78.79,Gigabyte,Gigabyte Legion 3Y6,Legion,1728.99,SSD
R0000096,P000138,LP-APPLE-SLIM-7I1-2024,RAM-APPLE-SLIM-7I1-2024,RAM,2026-06-02,20260602,2026,6,Q2,System crashes,System crashes reported for ram.,Component Replaced,False,Out of Warranty,2024,2,24,148.41,148.41,148.41,0.0,1.0,1,133.12,9,8,40.64,Apple,Apple Slim 7I1,Slim,1823.99,RAM
R0000097,P000141,LP-APPLE-SLIM-1V2-2025,MB-APPLE-SLIM-1V2-2025,Motherboard,2025-01-26,20250126,2025,1,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,24,680.39,680.39,680.39,0.0,1.0,14,550.44,4,7,133.71,Apple,Apple Slim 1V2,Slim,2646.99,Motherboard
R0000098,P000142,LP-LENOVO-PRO-F7L-2023,BAT-LENOVO-PRO-F7L-2023,Battery,2024-10-30,20241030,2024,10,Q4,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2023,1,12,175.5,175.5,175.5,0.0,1.0,3,144.42,8,5,72.63,Lenovo,Lenovo Pro F7L,Pro,1903.99,Battery
R0000099,P000145,LP-APPLE-BLADE-HGB-2024,MB-APPLE-BLADE-HGB-2024,Motherboard,2024-06-30,20240630,2024,6,Q2,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,12,397.13,397.13,397.13,0.0,1.0,15,338.11,4,7,190.37,Apple,Apple Blade HGB,Blade,1660.99,Motherboard
R0000100,P000146,LP-DELL-STEALTH-CTW-2019,DSP-DELL-STEALTH-CTW-2019,Display,2022-07-10,20220710,2022,7,Q3,Dead pixels,Dead pixels reported for display.,Repaired,False,Out of Warranty,2019,3,24,298.44,514.57,514.57,216.13000000000005,0.5799794002759585,6,467.48,6,6,252.6,Dell,Dell Stealth CTW,Stealth,2538.99,Display
R0000101,P000149,LP-GIGABYTE-AIR-HXP-2022,MB-GIGABYTE-AIR-HXP-2022,Motherboard,2024-01-14,20240114,2024,1,Q1,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2022,2,24,218.76,659.1,659.1,440.34000000000003,0.3319071461083295,5,617.59,4,7,139.37,Gigabyte,Gigabyte Air HXP,Air,2759.99,Motherboard
R0000102,P000151,LP-LENOVO-BLADE-SU1-2025,BAT-LENOVO-BLADE-SU1-2025,Battery,2026-06-10,20260610,2026,6,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2025,1,24,211.75,211.75,211.75,0.0,1.0,4,187.34,8,5,65.97,Lenovo,Lenovo Blade SU1,Blade,2294.99,Battery
R0000103,P000154,LP-HP-STEALTH-GX9-2024,BAT-HP-STEALTH-GX9-2024,Battery,2025-09-21,20250921,2025,9,Q3,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2024,1,12,173.02,173.02,173.02,0.0,1.0,1,156.34,8,5,90.17,HP,HP Stealth GX9,Stealth,1834.99,Battery
R0000104,P000155,LP-LENOVO-LEGION-548-2019,MB-LENOVO-LEGION-548-2019,Motherboard,2023-12-15,20231215,2023,12,Q4,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2019,4,12,424.26,424.26,424.26,0.0,1.0,14,398.65,4,7,182.68,Lenovo,Lenovo Legion 548,Legion,1809.99,Motherboard
R0000105,P000158,LP-DELL-BLADE-XNE-2020,MB-DELL-BLADE-XNE-2020,Motherboard,2024-01-18,20240118,2024,1,Q1,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2020,4,24,176.8,464.69,464.69,287.89,0.38046869956314966,10,394.96,4,7,215.65,Dell,Dell Blade XNE,Blade,1770.99,Motherboard
R0000106,P000161,LP-APPLE-AIR-OOH-2021,BAT-APPLE-AIR-OOH-2021,Battery,2025-04-13,20250413,2025,4,Q2,Battery not charging,Battery not charging reported for battery.,Repaired,False,Out of Warranty,2021,4,48,57.84,129.47,129.47,71.63,0.44674441955665406,3,109.48,8,5,55.35,Apple,Apple Air OOH,Air,1379.99,Battery
R0000107,P000162,LP-MSI-PRO-C21-2019,KBD-MSI-PRO-C21-2019,Keyboard,2020-10-19,20201019,2020,10,Q4,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,True,Under Warranty,2019,1,36,96.85,96.85,96.85,0.0,1.0,2,88.33,7,6,33.78,MSI,MSI Pro C21,Pro,2145.99,Keyboard
R0000108,P000163,LP-DELL-AIR-YSG-2018,MB-DELL-AIR-YSG-2018,Motherboard,2022-06-29,20220629,2022,6,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,False,Out of Warranty,2018,4,36,348.65,348.65,348.65,0.0,1.0,5,283.03,4,7,103.76,Dell,Dell Air YSG,Air,1368.99,Motherboard
R0000109,P000165,LP-SAMSUNG-NITRO-42P-2022,MB-SAMSUNG-NITRO-42P-2022,Motherboard,2025-08-28,20250828,2025,8,Q3,Boot failure,Boot failure reported for motherboard.,Component Replaced,False,Out of Warranty,2022,3,24,441.4,441.4,441.4,0.0,1.0,13,369.66,4,7,158.95,Samsung,Samsung Nitro 42P,Nitro,1663.99,Motherboard
R0000110,P000167,LP-SAMSUNG-AIR-HGR-2024,DSP-SAMSUNG-AIR-HGR-2024,Display,2025-03-11,20250311,2025,3,Q1,Dead pixels,Dead pixels reported for display.,Repaired,True,Under Warranty,2024,1,24,170.05,533.16,533.16,363.10999999999996,0.31894740790757,6,470.27,6,6,140.53,Samsung,Samsung Air HGR,Air,2867.99,Display
R0000111,P000168,LP-APPLE-AIR-3NW-2021,MB-APPLE-AIR-3NW-2021,Motherboard,2022-11-20,20221120,2022,11,Q4,Power failure,Power failure reported for motherboard.,Component Replaced,False,Out of Warranty,2021,1,12,456.71,456.71,456.71,0.0,1.0,8,413.35,4,7,198.86,Apple,Apple Air 3NW,Air,1984.99,Motherboard
R0000112,P000170,LP-SAMSUNG-THINK-YZ5-2022,SSD-SAMSUNG-THINK-YZ5-2022,SSD,2026-01-03,20260103,2026,1,Q1,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2022,4,24,236.3,236.3,236.3,0.0,1.0,5,190.49,8,7,102.78,Samsung,Samsung Think YZ5,Think,2114.99,SSD
R0000113,P000174,LP-SAMSUNG-PRO-V2U-2023,BAT-SAMSUNG-PRO-V2U-2023,Battery,2023-08-15,20230815,2023,8,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2023,0,12,30.67,100.46,100.46,69.78999999999999,0.3052956400557436,4,87.37,8,5,25.99,Samsung,Samsung Pro V2U,Pro,1198.99,Battery
R0000114,P000175,LP-APPLE-BLADE-77Q-2021,MB-APPLE-BLADE-77Q-2021,Motherboard,2024-08-01,20240801,2024,8,Q3,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2021,3,36,928.57,928.57,928.57,0.0,1.0,7,744.55,4,7,414.03,Apple,Apple Blade 77Q,Blade,3194.99,Motherboard
R0000115,P000179,LP-ASUS-STEALTH-2HU-2023,MB-ASUS-STEALTH-2HU-2023,Motherboard,2026-07-02,20260702,2026,7,Q3,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2023,3,24,633.21,633.21,633.21,0.0,1.0,14,572.86,4,7,258.46,ASUS,ASUS Stealth 2HU,Stealth,2523.99,Motherboard
R0000116,P000184,LP-HP-THINK-8O7-2022,BAT-HP-THINK-8O7-2022,Battery,2025-09-28,20250928,2025,9,Q3,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2022,3,12,183.9,183.9,183.9,0.0,1.0,2,151.94,8,5,60.1,HP,HP Think 8O7,Think,1733.99,Battery
R0000117,P000185,LP-ACER-AIR-NVD-2022,MB-ACER-AIR-NVD-2022,Motherboard,2023-09-10,20230910,2023,9,Q3,Boot failure,Boot failure reported for motherboard.,Repaired,False,Out of Warranty,2022,1,12,215.27,539.53,539.53,324.26,0.3989954219413193,7,462.46,4,7,276.53,Acer,Acer Air NVD,Air,2144.99,Motherboard
R0000118,P000185,LP-ACER-AIR-NVD-2022,BAT-ACER-AIR-NVD-2022,Battery,2024-11-29,20241129,2024,11,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2022,2,12,204.11,204.11,204.11,0.0,1.0,3,171.76,8,5,85.47,Acer,Acer Air NVD,Air,2144.99,Battery
R0000119,P000186,LP-HP-SLIM-POV-2024,MB-HP-SLIM-POV-2024,Motherboard,2024-02-18,20240218,2024,2,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,24,335.36,335.36,335.36,0.0,1.0,6,292.61,4,7,67.58,HP,HP Slim POV,Slim,1450.99,Motherboard
R0000120,P000186,LP-HP-SLIM-POV-2024,KBD-HP-SLIM-POV-2024,Keyboard,2026-05-29,20260529,2026,5,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2024,2,24,58.9,58.9,58.9,0.0,1.0,3,52.35,7,6,29.8,HP,HP Slim POV,Slim,1450.99,Keyboard
R0000121,P000187,LP-DELL-ZEN-ZGA-2022,MB-DELL-ZEN-ZGA-2022,Motherboard,2022-05-21,20220521,2022,5,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2022,0,48,223.57,415.07,415.07,191.5,0.5386320379694991,10,382.26,4,7,229.74,Dell,Dell Zen ZGA,Zen,1582.99,Motherboard
R0000122,P000190,LP-LENOVO-ZEN-2GD-2025,SSD-LENOVO-ZEN-2GD-2025,SSD,2025-01-17,20250117,2025,1,Q1,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2025,0,48,179.14,179.14,179.14,0.0,1.0,7,157.26,8,7,99.88,Lenovo,Lenovo Zen 2GD,Zen,1696.99,SSD
R0000123,P000193,LP-SAMSUNG-ZEN-3Q3-2024,MB-SAMSUNG-ZEN-3Q3-2024,Motherboard,2025-12-15,20251215,2025,12,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2024,1,24,107.55,399.7,399.7,292.15,0.2690768076057043,15,364.11,4,7,107.81,Samsung,Samsung Zen 3Q3,Zen,1788.99,Motherboard
R0000124,P000193,LP-SAMSUNG-ZEN-3Q3-2024,SSD-SAMSUNG-ZEN-3Q3-2024,SSD,2026-07-08,20260708,2026,7,Q3,Performance degradation,Performance degradation reported for ssd.,Component Replaced,False,Out of Warranty,2024,2,24,199.17,199.17,199.17,0.0,1.0,5,168.95,8,7,47.69,Samsung,Samsung Zen 3Q3,Zen,1788.99,SSD
R0000125,P000193,LP-SAMSUNG-ZEN-3Q3-2024,KBD-SAMSUNG-ZEN-3Q3-2024,Keyboard,2026-01-18,20260118,2026,1,Q1,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,False,Out of Warranty,2024,2,24,24.34,68.67,68.67,44.33,0.35444881316440946,5,65.28,7,6,25.08,Samsung,Samsung Zen 3Q3,Zen,1788.99,Keyboard
R0000126,P000194,LP-ACER-LEGION-98W-2022,BAT-ACER-LEGION-98W-2022,Battery,2025-08-29,20250829,2025,8,Q3,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2022,3,24,81.37,273.87,273.87,192.5,0.2971117683572498,1,236.85,8,5,96.18,Acer,Acer Legion 98W,Legion,3214.99,Battery
R0000127,P000195,LP-SAMSUNG-CREATOR-YRP-2021,MB-SAMSUNG-CREATOR-YRP-2021,Motherboard,2023-06-17,20230617,2023,6,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2021,2,36,839.01,839.01,839.01,0.0,1.0,7,761.61,4,7,311.34,Samsung,Samsung Creator YRP,Creator,3458.99,Motherboard
R0000128,P000198,LP-APPLE-AIR-RHO-2022,MB-APPLE-AIR-RHO-2022,Motherboard,2022-11-17,20221117,2022,11,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2022,0,24,783.77,783.77,783.77,0.0,1.0,11,701.27,4,7,428.65,Apple,Apple Air RHO,Air,3253.99,Motherboard
R0000129,P000199,LP-DELL-NITRO-VMN-2023,MB-DELL-NITRO-VMN-2023,Motherboard,2024-03-12,20240312,2024,3,Q1,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,1,24,588.93,588.93,588.93,0.0,1.0,15,534.98,4,7,258.92,Dell,Dell Nitro VMN,Nitro,2350.99,Motherboard
R0000130,P000201,LP-APPLE-THINK-2DF-2021,SSD-APPLE-THINK-2DF-2021,SSD,2025-10-09,20251009,2025,10,Q4,Read/write errors,Read/write errors reported for ssd.,Component Replaced,False,Out of Warranty,2021,4,24,250.63,250.63,250.63,0.0,1.0,7,238.59,8,7,153.36,Apple,Apple Think 2DF,Think,2441.99,SSD
R0000131,P000201,LP-APPLE-THINK-2DF-2021,KBD-APPLE-THINK-2DF-2021,Keyboard,2021-06-29,20210629,2021,6,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,True,Under Warranty,2021,0,24,104.37,104.37,104.37,0.0,1.0,3,94.84,7,6,58.03,Apple,Apple Think 2DF,Think,2441.99,Keyboard
R0000132,P000204,LP-MSI-STEALTH-QK8-2019,DSP-MSI-STEALTH-QK8-2019,Display,2021-02-06,20210206,2021,2,Q1,Display failure,Display failure reported for display.,Component Replaced,True,Under Warranty,2019,2,36,351.58,351.58,351.58,0.0,1.0,8,285.27,6,6,138.34,MSI,MSI Stealth QK8,Stealth,1734.99,Display
R0000133,P000204,LP-MSI-STEALTH-QK8-2019,BAT-MSI-STEALTH-QK8-2019,Battery,2020-10-21,20201021,2020,10,Q4,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2019,1,36,162.66,162.66,162.66,0.0,1.0,2,134.62,8,5,68.15,MSI,MSI Stealth QK8,Stealth,1734.99,Battery
R0000134,P000205,LP-RAZER-NITRO-R96-2024,MB-RAZER-NITRO-R96-2024,Motherboard,2025-08-23,20250823,2025,8,Q3,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2024,1,48,219.84,405.55,405.55,185.71,0.5420786586117617,12,326.24,4,7,199.7,Razer,Razer Nitro R96,Nitro,1555.99,Motherboard
R0000135,P000205,LP-RAZER-NITRO-R96-2024,KBD-RAZER-NITRO-R96-2024,Keyboard,2024-06-30,20240630,2024,6,Q2,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,True,Under Warranty,2024,0,48,37.27,66.46,66.46,29.18999999999999,0.5607884441769486,2,56.25,7,6,29.66,Razer,Razer Nitro R96,Nitro,1555.99,Keyboard
R0000136,P000208,LP-LENOVO-LEGION-1PQ-2024,DSP-LENOVO-LEGION-1PQ-2024,Display,2025-09-06,20250906,2025,9,Q3,Backlight failure,Backlight failure reported for display.,Component Replaced,True,Under Warranty,2024,1,48,340.82,340.82,340.82,0.0,1.0,9,276.56,6,6,142.69,Lenovo,Lenovo Legion 1PQ,Legion,1476.99,Display
R0000137,P000209,LP-HP-PRO-UF6-2023,BAT-HP-PRO-UF6-2023,Battery,2024-02-04,20240204,2024,2,Q1,Battery degradation,Battery degradation reported for battery.,Component Replaced,True,Under Warranty,2023,1,36,209.68,209.68,209.68,0.0,1.0,1,184.94,8,5,80.04,HP,HP Pro UF6,Pro,2129.99,Battery
R0000138,P000210,LP-ASUS-LEGION-SXL-2023,MB-ASUS-LEGION-SXL-2023,Motherboard,2023-12-02,20231202,2023,12,Q4,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,24,512.5,512.5,512.5,0.0,1.0,14,485.81,4,7,186.12,ASUS,ASUS Legion SXL,Legion,2399.99,Motherboard
R0000139,P000211,LP-SAMSUNG-PRO-ZYI-2020,MB-SAMSUNG-PRO-ZYI-2020,Motherboard,2020-05-28,20200528,2020,5,Q2,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2020,0,12,312.39,312.39,312.39,0.0,1.0,10,256.3,4,7,67.33,Samsung,Samsung Pro ZYI,Pro,1256.99,Motherboard
R0000140,P000212,LP-SAMSUNG-SLIM-NKE-2021,MB-SAMSUNG-SLIM-NKE-2021,Motherboard,2025-04-28,20250428,2025,4,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2021,4,24,208.27,435.2,435.2,226.92999999999998,0.47856158088235295,9,389.15,4,7,244.77,Samsung,Samsung Slim NKE,Slim,1943.99,Motherboard
R0000141,P000213,LP-ASUS-NITRO-VU5-2018,BAT-ASUS-NITRO-VU5-2018,Battery,2023-08-04,20230804,2023,8,Q3,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2018,5,24,131.95,131.95,131.95,0.0,1.0,1,110.51,8,5,27.13,ASUS,ASUS Nitro VU5,Nitro,1284.99,Battery
R0000142,P000217,LP-HP-SLIM-85Q-2025,MB-HP-SLIM-85Q-2025,Motherboard,2025-01-10,20250110,2025,1,Q1,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2025,0,12,298.78,540.4,540.4,241.62,0.5528867505551444,10,460.26,4,7,224.27,HP,HP Slim 85Q,Slim,2227.99,Motherboard
R0000143,P000219,LP-MSI-AIR-TOZ-2024,MB-MSI-AIR-TOZ-2024,Motherboard,2024-05-15,20240515,2024,5,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,12,454.21,454.21,454.21,0.0,1.0,13,363.38,4,7,73.03,MSI,MSI Air TOZ,Air,1794.99,Motherboard
R0000144,P000219,LP-MSI-AIR-TOZ-2024,KBD-MSI-AIR-TOZ-2024,Keyboard,2025-07-07,20250707,2025,7,Q3,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Repaired,False,Out of Warranty,2024,1,12,32.59,86.08,86.08,53.489999999999995,0.3786013011152417,1,78.0,7,6,33.86,MSI,MSI Air TOZ,Air,1794.99,Keyboard
R0000145,P000220,LP-HP-CREATOR-33E-2024,MB-HP-CREATOR-33E-2024,Motherboard,2026-03-07,20260307,2026,3,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2024,2,24,284.01,520.86,520.86,236.85000000000002,0.5452712821103559,11,430.57,4,7,223.14,HP,HP Creator 33E,Creator,2007.99,Motherboard
